snomedcode,term_snomed,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId,readcode_review,include
698948009#,Vascular dementia in remission (disorder),2981956010#,1,0,1,7515061000006117#,Vascular dementia in remission,^ESCTVA751506,NA,2981750014,NA,31,NA,0
698949001#,Dementia in remission,2981630018#,1,0,1,7515071000006112#,Dementia in remission,^ESCTDE751507,NA,2981630018,NA,31,NA,0
698949001#,Dementia in remission (disorder),2981757012#,1,0,1,7515071000006112#,Dementia in remission,^ESCTDE751507,NA,2981630018,NA,31,NA,0
698954005#,"Primary degenerative dementia of the Alzheimer type, senile onset in remission (disorder)",2981705012#,1,0,1,7515121000006112#,"Primary degenerative dementia of the Alzheimer type, senile onset in remission",^ESCTPR751512,NA,2981791011,NA,31,NA,1
698954005#,"Primary degenerative dementia of the Alzheimer type, senile onset in remission",2981791011#,1,0,1,7515121000006112#,"Primary degenerative dementia of the Alzheimer type, senile onset in remission",^ESCTPR751512,NA,2981791011,NA,31,NA,1
698955006#,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",2981655012#,1,0,1,7515131000006110#,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",^ESCTPR751513,NA,2981655012,NA,31,NA,1
698955006#,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder)",2981715018#,1,0,1,7515131000006110#,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",^ESCTPR751513,NA,2981655012,NA,31,NA,1
700214004#,Antipsychotic drug therapy for dementia (procedure),2989637017#,1,0,1,2290431000000110#,Antipsychotic drug therapy for dementia,8BPa,8BPa.00,2989656010,NA,32,NA,0
700214004#,Antipsychotic drug therapy for dementia,2989656010#,1,0,1,2290431000000110#,Antipsychotic drug therapy for dementia,8BPa,8BPa.00,2989656010,NA,32,NA,0
700464008#,Assessment of psychotic and behavioural symptoms of dementia,2990653012#,1,0,1,2284371000000110#,Assessment of psychotic and behavioural symptoms of dementia,38C13,38C1300,2990653012,NA,32,NA,0
700464008#,Assessment of psychotic and behavioural symptoms of dementia,2990653012#,1,0,1,7535511000006118#,Assessment of psychotic and behavioral symptoms of dementia,^ESCTAS753551,NA,2990782017,NA,32,NA,0
700464008#,Assessment of psychotic and behavioral symptoms of dementia (procedure),2990664010#,1,0,1,2284371000000110#,Assessment of psychotic and behavioural symptoms of dementia,38C13,38C1300,2990653012,NA,32,NA,0
700464008#,Assessment of psychotic and behavioral symptoms of dementia (procedure),2990664010#,1,0,1,7535511000006118#,Assessment of psychotic and behavioral symptoms of dementia,^ESCTAS753551,NA,2990782017,NA,32,NA,0
700464008#,Assessment of psychotic and behavioral symptoms of dementia,2990782017#,1,0,1,2284371000000110#,Assessment of psychotic and behavioural symptoms of dementia,38C13,38C1300,2990653012,NA,32,NA,0
700464008#,Assessment of psychotic and behavioral symptoms of dementia,2990782017#,1,0,1,7535511000006118#,Assessment of psychotic and behavioral symptoms of dementia,^ESCTAS753551,NA,2990782017,NA,32,NA,0
702347001#,Presenile dementia with bone cysts,2995442014#,1,0,1,7558561000006114#,PLOSL - polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,^ESCTPL755856,NA,2995477014,NA,31,NA,1
702347001#,Presenile dementia with bone cysts,2995442014#,1,0,1,7558571000006119#,Nasu-Hakola disease,^ESCTNA755857,NA,2995855017,NA,31,NA,1
702347001#,Presenile dementia with bone cysts,2995442014#,1,0,1,7558551000006112#,Presenile dementia with bone cysts,^ESCTPR755855,NA,2995442014,NA,31,NA,1
702347001#,Presenile dementia with bone cysts,2995442014#,1,0,1,7558541000006110#,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,^ESCTPO755854,NA,2995871017,NA,31,NA,1
702393003#,Frontotemporal dementia with gene located on 3p11 (disorder),2995032019#,1,0,1,7559621000006112#,CHMP2B-related frontotemporal dementia,^ESCTCH755962,NA,2995366019,NA,31,NA,1
702393003#,Frontotemporal dementia with gene located on 3p11 (disorder),2995032019#,1,0,1,7559631000006110#,Frontotemporal dementia with gene located on 3p11,^ESCTFR755963,NA,2995083019,NA,31,NA,1
702393003#,Frontotemporal dementia with gene located on 3p11 (disorder),2995032019#,1,0,1,7559641000006117#,Chromosome 3-linked frontotemporal dementia,^ESCTCH755964,NA,2995149012,NA,31,NA,1
702393003#,Frontotemporal dementia with gene located on 3p11,2995083019#,1,0,1,7559621000006112#,CHMP2B-related frontotemporal dementia,^ESCTCH755962,NA,2995366019,NA,31,NA,1
702393003#,Frontotemporal dementia with gene located on 3p11,2995083019#,1,0,1,7559631000006110#,Frontotemporal dementia with gene located on 3p11,^ESCTFR755963,NA,2995083019,NA,31,NA,1
702393003#,Frontotemporal dementia with gene located on 3p11,2995083019#,1,0,1,7559641000006117#,Chromosome 3-linked frontotemporal dementia,^ESCTCH755964,NA,2995149012,NA,31,NA,1
702393003#,Chromosome 3-linked frontotemporal dementia,2995149012#,1,0,1,7559621000006112#,CHMP2B-related frontotemporal dementia,^ESCTCH755962,NA,2995366019,NA,31,NA,1
702393003#,Chromosome 3-linked frontotemporal dementia,2995149012#,1,0,1,7559631000006110#,Frontotemporal dementia with gene located on 3p11,^ESCTFR755963,NA,2995083019,NA,31,NA,1
702393003#,Chromosome 3-linked frontotemporal dementia,2995149012#,1,0,1,7559641000006117#,Chromosome 3-linked frontotemporal dementia,^ESCTCH755964,NA,2995149012,NA,31,NA,1
702393003#,CHMP2B-related frontotemporal dementia,2995366019#,1,0,1,7559621000006112#,CHMP2B-related frontotemporal dementia,^ESCTCH755962,NA,2995366019,NA,31,NA,1
702393003#,CHMP2B-related frontotemporal dementia,2995366019#,1,0,1,7559631000006110#,Frontotemporal dementia with gene located on 3p11,^ESCTFR755963,NA,2995083019,NA,31,NA,1
702393003#,CHMP2B-related frontotemporal dementia,2995366019#,1,0,1,7559641000006117#,Chromosome 3-linked frontotemporal dementia,^ESCTCH755964,NA,2995149012,NA,31,NA,1
702421006#,Familial dementia with neuroserpin inclusion bodies,3009601017#,1,0,1,7560281000006113#,Familial encephalopathy with neuroserpin inclusion bodies,^ESCTFA756028,NA,3009273013,NA,31,NA,1
702421006#,Familial dementia with neuroserpin inclusion bodies,3009601017#,1,0,1,7560291000006111#,Familial dementia with neuroserpin inclusion bodies,^ESCTFA756029,NA,3009601017,NA,31,NA,1
702426001#,Hereditary dysphasic disinhibition dementia,2995549015#,1,0,1,7560411000006117#,Frontotemporal lobar degeneration,^ESCTFR756041,NA,2995667018,NA,31,NA,1
702426001#,Hereditary dysphasic disinhibition dementia,2995549015#,1,0,1,7560401000006115#,Hereditary dysphasic disinhibition dementia,^ESCTHE756040,NA,2995549015,NA,31,NA,1
702426001#,Hereditary dysphasic disinhibition dementia,2995549015#,1,0,1,7560391000006117#,GRN-related frontotemporal dementia,^ESCTGR756039,NA,2995747016,NA,31,NA,1
702426001#,GRN-related frontotemporal dementia,2995747016#,1,0,1,7560411000006117#,Frontotemporal lobar degeneration,^ESCTFR756041,NA,2995667018,NA,31,NA,1
702426001#,GRN-related frontotemporal dementia,2995747016#,1,0,1,7560401000006115#,Hereditary dysphasic disinhibition dementia,^ESCTHE756040,NA,2995549015,NA,31,NA,1
702426001#,GRN-related frontotemporal dementia,2995747016#,1,0,1,7560391000006117#,GRN-related frontotemporal dementia,^ESCTGR756039,NA,2995747016,NA,31,NA,1
702426001#,GRN-related frontotemporal dementia (disorder),2995756012#,1,0,1,7560411000006117#,Frontotemporal lobar degeneration,^ESCTFR756041,NA,2995667018,NA,31,NA,1
702426001#,GRN-related frontotemporal dementia (disorder),2995756012#,1,0,1,7560401000006115#,Hereditary dysphasic disinhibition dementia,^ESCTHE756040,NA,2995549015,NA,31,NA,1
702426001#,GRN-related frontotemporal dementia (disorder),2995756012#,1,0,1,7560391000006117#,GRN-related frontotemporal dementia,^ESCTGR756039,NA,2995747016,NA,31,NA,1
702429008#,Familial Pick's disease,2994998010#,1,0,1,7560551000006115#,Wilhelmsen-Lynch disease,^ESCTWI756055,NA,2995324015,NA,31,NA,1
702429008#,Familial Pick's disease,2994998010#,1,0,1,7560561000006118#,Disinhibition-dementia-parkinsonism-amytrophy complex,^ESCTDI756056,NA,2995445011,NA,31,NA,1
702429008#,Familial Pick's disease,2994998010#,1,0,1,7560531000006110#,Frontotemporal dementia with parkinsonism-17,^ESCTFR756053,NA,2995187016,NA,31,NA,1
702429008#,Familial Pick's disease,2994998010#,1,0,1,7560541000006117#,Familial Pick's disease,^ESCTFA756054,NA,2994998010,NA,31,NA,1
702429008#,Familial Pick's disease,2994998010#,1,0,1,7560571000006113#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,^ESCTFT756057,NA,2995742010,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17,2995187016#,1,0,1,7560551000006115#,Wilhelmsen-Lynch disease,^ESCTWI756055,NA,2995324015,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17,2995187016#,1,0,1,7560561000006118#,Disinhibition-dementia-parkinsonism-amytrophy complex,^ESCTDI756056,NA,2995445011,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17,2995187016#,1,0,1,7560531000006110#,Frontotemporal dementia with parkinsonism-17,^ESCTFR756053,NA,2995187016,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17,2995187016#,1,0,1,7560541000006117#,Familial Pick's disease,^ESCTFA756054,NA,2994998010,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17,2995187016#,1,0,1,7560571000006113#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,^ESCTFT756057,NA,2995742010,NA,31,NA,1
702429008#,Disinhibition-dementia-parkinsonism-amytrophy complex,2995445011#,1,0,1,7560551000006115#,Wilhelmsen-Lynch disease,^ESCTWI756055,NA,2995324015,NA,31,NA,1
702429008#,Disinhibition-dementia-parkinsonism-amytrophy complex,2995445011#,1,0,1,7560561000006118#,Disinhibition-dementia-parkinsonism-amytrophy complex,^ESCTDI756056,NA,2995445011,NA,31,NA,1
702429008#,Disinhibition-dementia-parkinsonism-amytrophy complex,2995445011#,1,0,1,7560531000006110#,Frontotemporal dementia with parkinsonism-17,^ESCTFR756053,NA,2995187016,NA,31,NA,1
702429008#,Disinhibition-dementia-parkinsonism-amytrophy complex,2995445011#,1,0,1,7560541000006117#,Familial Pick's disease,^ESCTFA756054,NA,2994998010,NA,31,NA,1
702429008#,Disinhibition-dementia-parkinsonism-amytrophy complex,2995445011#,1,0,1,7560571000006113#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,^ESCTFT756057,NA,2995742010,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17 (disorder),2995675012#,1,0,1,7560551000006115#,Wilhelmsen-Lynch disease,^ESCTWI756055,NA,2995324015,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17 (disorder),2995675012#,1,0,1,7560561000006118#,Disinhibition-dementia-parkinsonism-amytrophy complex,^ESCTDI756056,NA,2995445011,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17 (disorder),2995675012#,1,0,1,7560531000006110#,Frontotemporal dementia with parkinsonism-17,^ESCTFR756053,NA,2995187016,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17 (disorder),2995675012#,1,0,1,7560541000006117#,Familial Pick's disease,^ESCTFA756054,NA,2994998010,NA,31,NA,1
702429008#,Frontotemporal dementia with parkinsonism-17 (disorder),2995675012#,1,0,1,7560571000006113#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,^ESCTFT756057,NA,2995742010,NA,31,NA,1
702429008#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,2995742010#,1,0,1,7560551000006115#,Wilhelmsen-Lynch disease,^ESCTWI756055,NA,2995324015,NA,31,NA,1
702429008#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,2995742010#,1,0,1,7560561000006118#,Disinhibition-dementia-parkinsonism-amytrophy complex,^ESCTDI756056,NA,2995445011,NA,31,NA,1
702429008#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,2995742010#,1,0,1,7560531000006110#,Frontotemporal dementia with parkinsonism-17,^ESCTFR756053,NA,2995187016,NA,31,NA,1
702429008#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,2995742010#,1,0,1,7560541000006117#,Familial Pick's disease,^ESCTFA756054,NA,2994998010,NA,31,NA,1
702429008#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,2995742010#,1,0,1,7560571000006113#,FTDP-17 - Frontotemporal dementia with parkinsonism 17,^ESCTFT756057,NA,2995742010,NA,31,NA,1
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),3009459019#,1,0,1,7577621000006117#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,^ESCTIB757762,NA,3009710019,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),3009459019#,1,0,1,7577601000006110#,Muscular dystrophy limb-girdle with Paget disease of bone,^ESCTMU757760,NA,3009177018,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),3009459019#,1,0,1,7577611000006113#,Pagetoid neuroskeletal syndrome,^ESCTPA757761,NA,3009478019,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),3009459019#,1,0,1,7577581000006117#,Lower motor neuron degeneration with Paget-like bone disease,^ESCTLO757758,NA,3009059013,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),3009459019#,1,0,1,7577571000006115#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,^ESCTIN757757,NA,3009492013,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),3009459019#,1,0,1,7577591000006119#,Pagetoid amyotrophic lateral sclerosis,^ESCTPA757759,NA,3009150010,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,3009492013#,1,0,1,7577621000006117#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,^ESCTIB757762,NA,3009710019,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,3009492013#,1,0,1,7577601000006110#,Muscular dystrophy limb-girdle with Paget disease of bone,^ESCTMU757760,NA,3009177018,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,3009492013#,1,0,1,7577611000006113#,Pagetoid neuroskeletal syndrome,^ESCTPA757761,NA,3009478019,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,3009492013#,1,0,1,7577581000006117#,Lower motor neuron degeneration with Paget-like bone disease,^ESCTLO757758,NA,3009059013,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,3009492013#,1,0,1,7577571000006115#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,^ESCTIN757757,NA,3009492013,NA,31,NA,0
703544004#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,3009492013#,1,0,1,7577591000006119#,Pagetoid amyotrophic lateral sclerosis,^ESCTPA757759,NA,3009150010,NA,31,NA,0
703544004#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,3009710019#,1,0,1,7577621000006117#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,^ESCTIB757762,NA,3009710019,NA,31,NA,0
703544004#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,3009710019#,1,0,1,7577601000006110#,Muscular dystrophy limb-girdle with Paget disease of bone,^ESCTMU757760,NA,3009177018,NA,31,NA,0
703544004#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,3009710019#,1,0,1,7577611000006113#,Pagetoid neuroskeletal syndrome,^ESCTPA757761,NA,3009478019,NA,31,NA,0
703544004#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,3009710019#,1,0,1,7577581000006117#,Lower motor neuron degeneration with Paget-like bone disease,^ESCTLO757758,NA,3009059013,NA,31,NA,0
703544004#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,3009710019#,1,0,1,7577571000006115#,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,^ESCTIN757757,NA,3009492013,NA,31,NA,0
703544004#,IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia,3009710019#,1,0,1,7577591000006119#,Pagetoid amyotrophic lateral sclerosis,^ESCTPA757759,NA,3009150010,NA,31,NA,0
70936005#,"Multi-infarct dementia, uncomplicated",117833018#,1,0,1,3653681000006111#,"Vascular dementia, uncomplicated",^ESCTVA365368,NA,117834012,NA,31,NA,1
70936005#,"Multi-infarct dementia, uncomplicated",117833018#,1,0,1,3653691000006114#,"Multi infarct dementia, uncomplicated",^ESCTMU365369,NA,2951710019,NA,31,NA,1
70936005#,"Multi-infarct dementia, uncomplicated",117833018#,1,0,1,3653671000006113#,"Multi-infarct dementia, uncomplicated",^ESCTMU365367,NA,117833018,NA,31,NA,1
70936005#,"Vascular dementia, uncomplicated",117834012#,1,0,1,3653681000006111#,"Vascular dementia, uncomplicated",^ESCTVA365368,NA,117834012,NA,31,NA,1
70936005#,"Vascular dementia, uncomplicated",117834012#,1,0,1,3653691000006114#,"Multi infarct dementia, uncomplicated",^ESCTMU365369,NA,2951710019,NA,31,NA,1
70936005#,"Vascular dementia, uncomplicated",117834012#,1,0,1,3653671000006113#,"Multi-infarct dementia, uncomplicated",^ESCTMU365367,NA,117833018,NA,31,NA,1
70936005#,"Multi-infarct dementia, uncomplicated (disorder)",811046013#,1,0,1,3653681000006111#,"Vascular dementia, uncomplicated",^ESCTVA365368,NA,117834012,NA,31,NA,1
70936005#,"Multi-infarct dementia, uncomplicated (disorder)",811046013#,1,0,1,3653691000006114#,"Multi infarct dementia, uncomplicated",^ESCTMU365369,NA,2951710019,NA,31,NA,1
70936005#,"Multi-infarct dementia, uncomplicated (disorder)",811046013#,1,0,1,3653671000006113#,"Multi-infarct dementia, uncomplicated",^ESCTMU365367,NA,117833018,NA,31,NA,1
70936005#,"Multi infarct dementia, uncomplicated",2951710019#,1,0,1,3653681000006111#,"Vascular dementia, uncomplicated",^ESCTVA365368,NA,117834012,NA,31,NA,1
70936005#,"Multi infarct dementia, uncomplicated",2951710019#,1,0,1,3653691000006114#,"Multi infarct dementia, uncomplicated",^ESCTMU365369,NA,2951710019,NA,31,NA,1
70936005#,"Multi infarct dementia, uncomplicated",2951710019#,1,0,1,3653671000006113#,"Multi-infarct dementia, uncomplicated",^ESCTMU365367,NA,117833018,NA,31,NA,1
7121000122100#,Pain Assessment in Advanced Dementia Scale (assessment scale),3304989016#,1,0,1,7987141000006118#,PAINAD - Pain Assessment in Advanced Dementia Scale,^ESCTPA798714,NA,3307611015,NA,31,NA,0
7121000122100#,Pain Assessment in Advanced Dementia Scale (assessment scale),3304989016#,1,0,1,7987131000006111#,Pain Assessment in Advanced Dementia Scale,^ESCTPA798713,NA,3307575013,NA,31,NA,0
7121000122100#,Pain Assessment in Advanced Dementia Scale,3307575013#,1,0,1,7987141000006118#,PAINAD - Pain Assessment in Advanced Dementia Scale,^ESCTPA798714,NA,3307611015,NA,31,NA,0
7121000122100#,Pain Assessment in Advanced Dementia Scale,3307575013#,1,0,1,7987131000006111#,Pain Assessment in Advanced Dementia Scale,^ESCTPA798713,NA,3307575013,NA,31,NA,0
7121000122100#,PAINAD - Pain Assessment in Advanced Dementia Scale,3307611015#,1,0,1,7987141000006118#,PAINAD - Pain Assessment in Advanced Dementia Scale,^ESCTPA798714,NA,3307611015,NA,31,NA,0
7121000122100#,PAINAD - Pain Assessment in Advanced Dementia Scale,3307611015#,1,0,1,7987131000006111#,Pain Assessment in Advanced Dementia Scale,^ESCTPA798713,NA,3307575013,NA,31,NA,0
713060000#,Sporadic Creutzfeldt-Jakob disease (disorder),3287808015#,1,1,2,2366171000000112#,Sporadic Creutzfeldt-Jakob disease,A4110,A411000,3287830019,NA,32,NA,1
713060000#,Sporadic Creutzfeldt-Jakob disease (disorder),3287808015#,1,1,2,2366181000000114#,Sporadic CJD (Creutzfeldt-Jakob disease),A4110-1,A411011,3287830019,NA,32,NA,1
713060000#,Sporadic Creutzfeldt-Jakob disease (disorder),3287808015#,1,1,2,7699251000006118#,Sporadic Jakob-Creutzfeldt disease,^ESCTSP769925,NA,3303328013,NA,32,NA,1
713060000#,Sporadic Creutzfeldt-Jakob disease,3287830019#,1,1,2,2366171000000112#,Sporadic Creutzfeldt-Jakob disease,A4110,A411000,3287830019,NA,32,NA,1
713060000#,Sporadic Creutzfeldt-Jakob disease,3287830019#,1,1,2,2366181000000114#,Sporadic CJD (Creutzfeldt-Jakob disease),A4110-1,A411011,3287830019,NA,32,NA,1
713060000#,Sporadic Creutzfeldt-Jakob disease,3287830019#,1,1,2,7699251000006118#,Sporadic Jakob-Creutzfeldt disease,^ESCTSP769925,NA,3303328013,NA,32,NA,1
713060000#,Sporadic Jakob-Creutzfeldt disease,3303328013#,1,1,2,2366171000000112#,Sporadic Creutzfeldt-Jakob disease,A4110,A411000,3287830019,NA,32,NA,1
713060000#,Sporadic Jakob-Creutzfeldt disease,3303328013#,1,1,2,2366181000000114#,Sporadic CJD (Creutzfeldt-Jakob disease),A4110-1,A411011,3287830019,NA,32,NA,1
713060000#,Sporadic Jakob-Creutzfeldt disease,3303328013#,1,1,2,7699251000006118#,Sporadic Jakob-Creutzfeldt disease,^ESCTSP769925,NA,3303328013,NA,32,NA,1
713488003#,Presenile dementia co-occurrent with human immunodeficiency virus infection,3289544010#,1,0,1,7704691000006115#,Presenile dementia co-occurrent with human immunodeficiency virus infection,^ESCTPR770469,NA,3289544010,NA,31,NA,1
713488003#,Presenile dementia co-occurrent with human immunodeficiency virus infection (disorder),3289553015#,1,0,1,7704691000006115#,Presenile dementia co-occurrent with human immunodeficiency virus infection,^ESCTPR770469,NA,3289544010,NA,31,NA,1
713844000#,Dementia co-occurrent with human immunodeficiency virus infection,3297772011#,1,0,1,7710381000006117#,Dementia co-occurrent with human immunodeficiency virus infection,^ESCTDE771038,NA,3297772011,NA,31,NA,1
713844000#,Dementia co-occurrent with human immunodeficiency virus infection (disorder),3297847015#,1,0,1,7710381000006117#,Dementia co-occurrent with human immunodeficiency virus infection,^ESCTDE771038,NA,3297772011,NA,31,NA,1
714359006#,Assessment using Alzheimer's Disease Assessment Scale,3299291016#,1,0,1,7718421000006113#,Assessment using Alzheimer's Disease Assessment Scale,^ESCTAS771842,NA,3299291016,NA,31,NA,0
714359006#,Assessment using Alzheimer's Disease Assessment Scale,3299291016#,1,0,1,7718431000006111#,Assessment using ADAS (Alzheimer's Disease Assessment Scale),^ESCTAS771843,NA,3299596010,NA,31,NA,0
714359006#,Assessment using ADAS (Alzheimer's Disease Assessment Scale),3299596010#,1,0,1,7718421000006113#,Assessment using Alzheimer's Disease Assessment Scale,^ESCTAS771842,NA,3299291016,NA,31,NA,0
714359006#,Assessment using ADAS (Alzheimer's Disease Assessment Scale),3299596010#,1,0,1,7718431000006111#,Assessment using ADAS (Alzheimer's Disease Assessment Scale),^ESCTAS771843,NA,3299596010,NA,31,NA,0
714359006#,Assessment using Alzheimer's Disease Assessment Scale (procedure),3299833012#,1,0,1,7718421000006113#,Assessment using Alzheimer's Disease Assessment Scale,^ESCTAS771842,NA,3299291016,NA,31,NA,0
714359006#,Assessment using Alzheimer's Disease Assessment Scale (procedure),3299833012#,1,0,1,7718431000006111#,Assessment using ADAS (Alzheimer's Disease Assessment Scale),^ESCTAS771843,NA,3299596010,NA,31,NA,0
714360001#,ADAS (Alzheimer's Disease Assessment Scale) score,3299057011#,1,0,1,7718441000006118#,Alzheimer's Disease Assessment Scale score,^ESCTAL771844,NA,3299376015,NA,31,NA,0
714360001#,ADAS (Alzheimer's Disease Assessment Scale) score,3299057011#,1,0,1,7718451000006116#,ADAS (Alzheimer's Disease Assessment Scale) score,^ESCTAD771845,NA,3299057011,NA,31,NA,0
714360001#,Alzheimer's Disease Assessment Scale score (observable entity),3299305017#,1,0,1,7718441000006118#,Alzheimer's Disease Assessment Scale score,^ESCTAL771844,NA,3299376015,NA,31,NA,0
714360001#,Alzheimer's Disease Assessment Scale score (observable entity),3299305017#,1,0,1,7718451000006116#,ADAS (Alzheimer's Disease Assessment Scale) score,^ESCTAD771845,NA,3299057011,NA,31,NA,0
714360001#,Alzheimer's Disease Assessment Scale score,3299376015#,1,0,1,7718441000006118#,Alzheimer's Disease Assessment Scale score,^ESCTAL771844,NA,3299376015,NA,31,NA,0
714360001#,Alzheimer's Disease Assessment Scale score,3299376015#,1,0,1,7718451000006116#,ADAS (Alzheimer's Disease Assessment Scale) score,^ESCTAD771845,NA,3299057011,NA,31,NA,0
715284000#,Dementia leaflet given (situation),3302088011#,1,0,1,2366391000000114#,Dementia leaflet given,8CET,8CET.00,3302089015,NA,32,NA,0
715284000#,Dementia leaflet given,3302089015#,1,0,1,2366391000000114#,Dementia leaflet given,8CET,8CET.00,3302089015,NA,32,NA,0
715454006#,Assessment using Revised Kendrick Battery for detection of dementia in the elderly (procedure),3302680015#,1,0,1,7732431000006118#,Assessment using Revised Kendrick Battery for detection of dementia in the elderly,^ESCTAS773243,NA,3302686014,NA,31,NA,0
715454006#,Assessment using Revised Kendrick Battery for detection of dementia in the elderly,3302686014#,1,0,1,7732431000006118#,Assessment using Revised Kendrick Battery for detection of dementia in the elderly,^ESCTAS773243,NA,3302686014,NA,31,NA,0
715662009#,Iatrogenic Creutzfeldt-Jakob disease,3303336016#,1,0,1,7735591000006112#,Iatrogenic Jakob-Creutzfeldt disease,^ESCTIA773559,NA,3303335017,NA,31,NA,1
715662009#,Iatrogenic Creutzfeldt-Jakob disease,3303336016#,1,0,1,7735601000006116#,Iatrogenic Creutzfeldt-Jakob disease,^ESCTIA773560,NA,3303336016,NA,31,NA,1
715737004#,Parkinsonism co-occurrent with dementia of Guadeloupe (disorder),3303569017#,1,0,1,7737021000006114#,Parkinsonism co-occurrent with dementia of Guadeloupe,^ESCTPA773702,NA,3303570016,NA,31,NA,1
715737004#,Parkinsonism co-occurrent with dementia of Guadeloupe (disorder),3303569017#,1,0,1,7737011000006118#,Parkinsonism with dementia of Guadeloupe,^ESCTPA773701,NA,3303571017,NA,31,NA,1
715737004#,Parkinsonism co-occurrent with dementia of Guadeloupe,3303570016#,1,0,1,7737021000006114#,Parkinsonism co-occurrent with dementia of Guadeloupe,^ESCTPA773702,NA,3303570016,NA,31,NA,1
715737004#,Parkinsonism co-occurrent with dementia of Guadeloupe,3303570016#,1,0,1,7737011000006118#,Parkinsonism with dementia of Guadeloupe,^ESCTPA773701,NA,3303571017,NA,31,NA,1
715737004#,Parkinsonism with dementia of Guadeloupe,3303571017#,1,0,1,7737021000006114#,Parkinsonism co-occurrent with dementia of Guadeloupe,^ESCTPA773702,NA,3303570016,NA,31,NA,1
715737004#,Parkinsonism with dementia of Guadeloupe,3303571017#,1,0,1,7737011000006118#,Parkinsonism with dementia of Guadeloupe,^ESCTPA773701,NA,3303571017,NA,31,NA,1
715807002#,fCJD (Familial Creutzfeldt-Jakob disease),3303776012#,1,0,1,7737911000006117#,fCJD (Familial Creutzfeldt-Jakob disease),^ESCTFC773791,NA,3303776012,NA,31,NA,1
715807002#,fCJD (Familial Creutzfeldt-Jakob disease),3303776012#,1,0,1,7737921000006113#,Inherited Creutzfeldt-Jakob disease,^ESCTIN773792,NA,3307459013,NA,31,NA,1
